Purchase Order ID,Purchase Order Date,Location ID,Location Name,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,Is Inclusive Tax,TotalQuantityOrdered,BalanceQuantityBilled,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Item Price,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Line Item Location Name,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Total,Total,Adjustment,Adjustment Description,Discount Type,Is Discount Before Tax,Entity Discount Percent,Entity Discount Amount,Discount,Discount Amount,Discount Account,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone,Submitted By,Approved By,Submitted Date,Approved Date,CF.Reason for Purchase,CF.Reason For Reject,CF.Requestor,CF.Purchase Trigger Close
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,122.20,APSYSTEMS MICRO INVERTER DS3 880 W 2 PANEL 1 PHASE,4602503000002944023,D-1P-DS3-2T-1,,,,,,70.00,0.00,70.00,70.00,Each,Head Office,,,,,,8554.00,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Inventory Asset,3.91,APsystems 3/4-wire Bus Cable End Cap,4602503000002944076,AP-WEC-01,,,,,APsystems 3/4-wire Bus Cable End Cap,130.00,0.00,130.00,130.00,pcs,Head Office,,,,,,508.30,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Inventory Asset,14.66,"AP Systems Single Phase Bus Cable (4mm2, H07,2.4m)",4602503000003673021,SKU-APSP-01,,,,,,150.00,0.00,150.00,150.00,pcs,Head Office,,,,,,2199.00,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,2.93,AP SYSTEM BUS CABLE 5 WIRE T-CONN CAP,4602503000003410069,SKU-APBTC-01,,,,,,40.00,0.00,40.00,40.00,pcs,Head Office,,,,,,117.20,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Inventory Asset,3.91,"AC Connector (3 core , two seals, male)",4602503000003673047,SKU-APAC-02,,,,,,160.00,0.00,160.00,160.00,pcs,Head Office,,,,,,625.60,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Inventory Asset,3.91,"AC Connector (3 core, two seals, female)",4602503000003673056,SKU-APAC-03,,,,,,160.00,0.00,160.00,160.00,pcs,Head Office,,,,,,625.60,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,244.39,APSYSTEMS MICRO INVERTER QT2 2 kW 4 PANEL 3 PHASE,4602503000002944049,D-3P-QT2-4T-1,,,,,,31.00,0.00,31.00,31.00,Each,Head Office,,,,,,7576.09,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,335.00,APSYSTEMS MICRO INVERTER QT2 3.6 kW 8 PANEL 3 PHASE,4602503000002944058,D-3P-QT2D-8T-1,,,,,,60.00,0.00,60.00,60.00,Each,Head Office,,,,,,20100.00,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,14.56,"AP system Bus Cable 3phase 5c (4mm2, H07,2.4m)",4602503000003410047,SKU-APCUT-02,,,,,,80.00,0.00,80.00,80.00,pcs,Head Office,,,,,,1164.80,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,3.91,AP SYSTEM BUS CABLE 5C END CAP (TWO SEALS),4602503000003410060,SKU-APBC-03,,,,,,80.00,0.00,80.00,80.00,pcs,Head Office,,,,,,312.80,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,3.91,"APsystems AC Connector (5C,40A,male)",4602503000003410106,SKU-APAC-01,,,,,,60.00,0.00,60.00,60.00,pcs,Head Office,,,,,,234.60,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Inventory Asset,112.42,APsystems Energy Communication Unit R,4602503000002944107,ECU-R,,,,,,105.00,0.00,105.00,105.00,pcs,Head Office,,,,,,11804.10,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Finished Goods,4.00,"APsystems AC Connector (5C 40A, female)",4602503000006823089,AP-AC-5C40AF,,,,,,60.00,0.00,60.00,60.00,pcs,Head Office,,,,,,240.00,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006823050,2025-01-03,4602503000009244225,Head Office,2025-01-24,PO-409,PO-406 & 439,Billed,AP System Altenergy Power,false,1306.000000,0.000000,USD,4.500997000000,PO-Standard,PO-406 & 439,,,,,Inventory Asset,4.00,APsystems Y Bus Cable Unlock Tool,4602503000002944098,APCUT-01,,,,,,40.00,0.00,40.00,40.00,pcs,Head Office,,,,,,160.00,66734.89,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Sales and Service Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,stock,,Jin,Issued
4602503000006958246,2025-01-06,4602503000009244225,Head Office,2025-01-16,PO-418,,Billed,DPStar Thermo Control Electric Sdn Bhd,false,4.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,480.00,Maltec-H Screw Plug Immersion Heater,4602503000006958237,Heater-380v-9kw,,,,,"Power: 380v -9kw(Star)
Dimension: 8.2mmDia x 610mm U-lg x 3 Elements
Material: Sus 304 Tubular Heater|
Connection: 1-1/2"" Bsp sus 304 Plug 
Cover: Std: Bakelite Cover
",4.00,0.00,4.00,4.00,pcs,Head Office,,,,,,1920.00,1920.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,Stock,,Ted Wong,Issued
4602503000006958289,2025-01-06,4602503000009244225,Head Office,2025-01-07,PO-419,P.Trigger 407 ,Billed,Advance Bolts Trading Sdn Bhd,false,9000.000000,0.000000,MYR,1.000000000000,PO-Standard,P.Trigger 407 ,"Cancelled PO, due to qty ",,,,Inventory Asset,0.10,"NUT SS304, M8",4602503000000620700,PART-000043,,,,,,3000.00,0.00,3000.00,3000.00,pcs,Head Office,,,,,,300.00,1440.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,Stock,,Wei Xiang,Issued
4602503000006958289,2025-01-06,4602503000009244225,Head Office,2025-01-07,PO-419,P.Trigger 407 ,Billed,Advance Bolts Trading Sdn Bhd,false,9000.000000,0.000000,MYR,1.000000000000,PO-Standard,P.Trigger 407 ,"Cancelled PO, due to qty ",,,,Inventory Asset,0.26,"BOLT - SS304, M8 X 20MM X 1.25MM",4602503000000620689,PART-000012,,,,,,3000.00,0.00,3000.00,3000.00,pcs,Head Office,,,,,,780.00,1440.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,Stock,,Wei Xiang,Issued
4602503000006958289,2025-01-06,4602503000009244225,Head Office,2025-01-07,PO-419,P.Trigger 407 ,Billed,Advance Bolts Trading Sdn Bhd,false,9000.000000,0.000000,MYR,1.000000000000,PO-Standard,P.Trigger 407 ,"Cancelled PO, due to qty ",,,,Inventory Asset,0.12,S/S A2 Flat Washer M8(8.5 x 22OD x 1.5mm),4602503000005320104,SKU-M8-01,,,,,,3000.00,0.00,3000.00,3000.00,pcs,Head Office,,,,,,360.00,1440.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,Stock,,Wei Xiang,Issued
4602503000006958312,2025-01-06,4602503000009244225,Head Office,2025-02-04,PO-420,P. Trigger 411,Billed,WATER CARE INDUSTRIES SDN BHD,false,120.000000,0.000000,MYR,1.000000000000,PO-Standard,P. Trigger 411,,,,,Inventory Asset,0.00,"SUMMER SOLAR WATER HEATER TANK, DIRECT 180L, GVAL",4602503000004549120,COMP-005645,,,,,COMP-005645,40.00,0.00,40.00,40.00,Unit,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 40 X 180CX",,Wei Xiang,Issued
4602503000006958312,2025-01-06,4602503000009244225,Head Office,2025-02-04,PO-420,P. Trigger 411,Billed,WATER CARE INDUSTRIES SDN BHD,false,120.000000,0.000000,MYR,1.000000000000,PO-Standard,P. Trigger 411,,,,,Inventory Asset,0.00,"PART KIT, 180L, DIRECT, NO CARTON",4602503000000451103,COMP-005625,,,,,COMP-005625,40.00,0.00,40.00,40.00,Unit,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 40 X 180CX",,Wei Xiang,Issued
4602503000006958312,2025-01-06,4602503000009244225,Head Office,2025-02-04,PO-420,P. Trigger 411,Billed,WATER CARE INDUSTRIES SDN BHD,false,120.000000,0.000000,MYR,1.000000000000,PO-Standard,P. Trigger 411,,,,,Finished Goods,0.00,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL, FULL THREAD",4602503000009249674,SC-FHS01,,,,,,40.00,0.00,40.00,40.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 40 X 180CX",,Wei Xiang,Issued
4602503000006958329,2025-01-06,4602503000009244225,Head Office,2025-02-07,PO-421,P. Trigger 412,Billed,WATER CARE INDUSTRIES SDN BHD,false,87.000000,0.000000,MYR,1.000000000000,PO-Standard,P. Trigger 412,,,,,Inventory Asset,831.34,"SUMMER SOLAR WATER HEATER TANK, DIRECT 180L, GVAL",4602503000004549120,COMP-005645,,,,,COMP-005645,29.00,0.00,29.00,29.00,Unit,Head Office,,,,,,24108.86,49598.12,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 29 X 180CX",,Wei Xiang,Issued
4602503000006958329,2025-01-06,4602503000009244225,Head Office,2025-02-07,PO-421,P. Trigger 412,Billed,WATER CARE INDUSTRIES SDN BHD,false,87.000000,0.000000,MYR,1.000000000000,PO-Standard,P. Trigger 412,,,,,Inventory Asset,529.86,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",4602503000000447317,COMP-008035,,,,,COMP-008035,29.00,0.00,29.00,29.00,pcs,Head Office,,,,,,15365.94,49598.12,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 29 X 180CX",,Wei Xiang,Issued
4602503000006958329,2025-01-06,4602503000009244225,Head Office,2025-02-07,PO-421,P. Trigger 412,Billed,WATER CARE INDUSTRIES SDN BHD,false,87.000000,0.000000,MYR,1.000000000000,PO-Standard,P. Trigger 412,,,,,Inventory Asset,349.08,"PART KIT, 180L, DIRECT, NO CARTON",4602503000000451103,COMP-005625,,,,,COMP-005625,29.00,0.00,29.00,29.00,Unit,Head Office,,,,,,10123.32,49598.12,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due on receipt,Solartech Sales and Services Sdn Bhd,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 29 X 180CX",,Wei Xiang,Issued
4602503000006961031,2025-01-06,4602503000009244225,Head Office,2025-02-04,PO-411,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"SUMMER SOLAR WATER HEATER TANK, DIRECT 180L, GVAL",4602503000004549120,COMP-005645,,,,,,40.00,0.00,0.00,0.00,Unit,Head Office,,,,,,0.00,21194.40,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 40 X 180CX",,Wei Xiang,False
4602503000006961031,2025-01-06,4602503000009244225,Head Office,2025-02-04,PO-411,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,529.86,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",4602503000000447317,COMP-008035,,,,,,40.00,0.00,0.00,0.00,pcs,Head Office,,,,,,21194.40,21194.40,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 40 X 180CX",,Wei Xiang,False
4602503000006961031,2025-01-06,4602503000009244225,Head Office,2025-02-04,PO-411,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"PART KIT, 180L, DIRECT, NO CARTON",4602503000000451103,COMP-005625,,,,,,40.00,0.00,0.00,0.00,Unit,Head Office,,,,,,0.00,21194.40,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 40 X 180CX",,Wei Xiang,False
4602503000006961048,2025-01-06,4602503000009244225,Head Office,2025-02-07,PO-412,,Draft,Purchase Trigger,false,87.000000,87.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"SUMMER SOLAR WATER HEATER TANK, DIRECT 180L, GVAL",4602503000004549120,COMP-005645,,,,,,29.00,0.00,0.00,0.00,Unit,Head Office,,,,,,0.00,15365.94,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 29 X 180CX",,Wei Xiang,False
4602503000006961048,2025-01-06,4602503000009244225,Head Office,2025-02-07,PO-412,,Draft,Purchase Trigger,false,87.000000,87.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,529.86,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",4602503000000447317,COMP-008035,,,,,,29.00,0.00,0.00,0.00,pcs,Head Office,,,,,,15365.94,15365.94,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 29 X 180CX",,Wei Xiang,False
4602503000006961048,2025-01-06,4602503000009244225,Head Office,2025-02-07,PO-412,,Draft,Purchase Trigger,false,87.000000,87.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"PART KIT, 180L, DIRECT, NO CARTON",4602503000000451103,COMP-005625,,,,,,29.00,0.00,0.00,0.00,Unit,Head Office,,,,,,0.00,15365.94,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation 
1. Kitacon Caprica - 29 X 180CX",,Wei Xiang,False
4602503000006961065,2025-01-06,4602503000009244225,Head Office,2025-02-14,PO-413,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,1116.44,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL",4602503000004837171,COMP-005659,,,,,COMP-005659,30.00,0.00,0.00,0.00,pcs,Head Office,,,,,,33493.20,76593.60,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation
1. Guan Huat - 30 x 300CX",,Wei Xiang,False
4602503000006961065,2025-01-06,4602503000009244225,Head Office,2025-02-14,PO-413,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,529.86,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",4602503000000447317,COMP-008035,,,,,COMP-008035,60.00,0.00,0.00,0.00,pcs,Head Office,,,,,,31791.60,76593.60,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation
1. Guan Huat - 30 x 300CX",,Wei Xiang,False
4602503000006961065,2025-01-06,4602503000009244225,Head Office,2025-02-14,PO-413,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Finished Goods,376.96,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",4602503000003534409,COMP-005629,,,,,COMP-005629,30.00,0.00,0.00,0.00,pcs,Head Office,,,,,,11308.80,76593.60,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation
1. Guan Huat - 30 x 300CX",,Wei Xiang,False
4602503000006961082,2025-01-06,4602503000009244225,Head Office,2025-02-21,PO-414,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,1116.44,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL",4602503000004837171,COMP-005659,,,,,,30.00,0.00,0.00,0.00,pcs,Head Office,,,,,,33493.20,76593.60,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation
1. Guan Huat - 30 X 300CX",,Wei Xiang,False
4602503000006961082,2025-01-06,4602503000009244225,Head Office,2025-02-21,PO-414,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,529.86,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",4602503000000447317,COMP-008035,,,,,,60.00,0.00,0.00,0.00,pcs,Head Office,,,,,,31791.60,76593.60,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation
1. Guan Huat - 30 X 300CX",,Wei Xiang,False
4602503000006961082,2025-01-06,4602503000009244225,Head Office,2025-02-21,PO-414,,Draft,Purchase Trigger,false,120.000000,120.000000,MYR,1.000000000000,PO-Standard,,,,,,Finished Goods,376.96,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",4602503000003534409,COMP-005629,,,,,,30.00,0.00,0.00,0.00,pcs,Head Office,,,,,,11308.80,76593.60,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"SWH Installation
1. Guan Huat - 30 X 300CX",,Wei Xiang,False
4602503000006961399,2025-01-06,4602503000009244225,Head Office,2025-01-07,PO-416,,Draft,Purchase Trigger,false,1.000000,1.000000,MYR,1.000000000000,PO-Standard,,,,,,Cost of Goods Sold,0.00,Labour Charges,4602503000003706023,SKU-FC-02,,,,,"Cut Rail - 180pcs
size: 2600mm",1.00,0.00,0.00,0.00,jobs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,LC at Sight,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,PV Installation ,,Wei Xiang,False
