Purchase Receive ID,Receive Number,Receive Date,Status,Vendor Name,PO Number,Bill Number,Item Name,SKU,Item Description,Item unit,Quantity Received,Line Item Location Name,Notes,CreatedTime,Last Modified Time,CF.Checked by,CF.PR Reference#
4602503000006708155,PR-00105,2024-12-26,received,Winstar Solar Sdn Bhd,PO-367,111,TILE HOOK #01,SLR-CTH-01,SLR-CTH-01 (AL6005-T5/SUS304),pcs,360.000000,Head Office,Checked by Nadi through WX account,2024-12-31 14:58:44,2024-12-31 14:58:44,Wei Xiang Wong,DO-000966
4602503000006708176,PR-00106,2024-12-27,received,Advance Bolts Trading Sdn Bhd,PO-368,2,"BOLT - SS304, M8 X 20MM X 1.25MM",PART-000012,,pcs,3000.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:01:36,2024-12-31 15:01:36,Wei Xiang Wong,TDO-24120657
4602503000006708176,PR-00106,2024-12-27,received,Advance Bolts Trading Sdn Bhd,PO-368,2,"NUT SS304, M8",PART-000043,,pcs,3000.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:01:36,2024-12-31 15:01:36,Wei Xiang Wong,TDO-24120657
4602503000006708176,PR-00106,2024-12-27,received,Advance Bolts Trading Sdn Bhd,PO-368,2,S/S A2 Flat Washer M8(8.5 x 22OD x 1.5mm),SKU-M8-01,,pcs,3000.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:01:36,2024-12-31 15:01:36,Wei Xiang Wong,TDO-24120657
4602503000006708209,PR-00107,2024-12-27,received,Tokosu Engineering Hardware Trading,PO-372,1840,Drill bit 8mm,SKU-DB8-01,Note: Drill concrete,pcs,3.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:02:36,2024-12-31 15:02:36,Wei Xiang Wong,DO149528
4602503000006708230,PR-00108,2024-12-30,received,Syarikat Emerald Electrical Sdn Bhd,PO-369,2,Wire Tape 5 Mil x 18mm x 5M (Black),T-466,,pcs,500.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:03:56,2024-12-31 15:04:11,Wei Xiang Wong,EDO-2412/0311
4602503000006708230,PR-00108,2024-12-30,received,Syarikat Emerald Electrical Sdn Bhd,PO-369,2,Wire Tape 5 Mil x 18mm x 5M (Blue),T-467,,pcs,500.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:03:56,2024-12-31 15:04:11,Wei Xiang Wong,EDO-2412/0311
4602503000006708230,PR-00108,2024-12-30,received,Syarikat Emerald Electrical Sdn Bhd,PO-369,2,Wire Tape 5 Mil x 18mm x 5M (Red),T-468,,pcs,500.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:03:56,2024-12-31 15:04:11,Wei Xiang Wong,EDO-2412/0311
4602503000006708230,PR-00108,2024-12-30,received,Syarikat Emerald Electrical Sdn Bhd,PO-369,2,Wire Tape 5 Mil x 18mm x 5M (Yellow),T-469,,pcs,500.000000,Head Office,Checked by Nadi through WX account,2024-12-31 15:03:56,2024-12-31 15:04:11,Wei Xiang Wong,EDO-2412/0311
4602503000006710155,PR-00099,2024-12-27,received,Syarikat Emerald Electrical Sdn Bhd,PO-306,1564,"CABLE WIRE - FLEXIBLE PVC, GREY, 300/500V, 3 CORE, 2.5MM2 X L2M",T-0001,Brand: Fajar (Sirim approved),Each,5.000000,Head Office,Checked by Nadi through WX account,2024-12-31 14:17:07,2024-12-31 14:17:07,Wei Xiang Wong,EDO-2412/0222
4602503000006710176,PR-00100,2024-12-26,received,Helukabel Malaysia Sdn Bhd,PO-338,337,DC CABLE - Fireproof 1C x 4mm^2(1000 meters/Drum) Black with Red Stripe,TC-460,Helukabel Solarflex-X HIZ2Z2-K 1 x 4 MM2 Pv Wire EN50618 IE62930 (Black Stripe),M,8000.000000,Head Office,,2024-12-31 14:21:40,2024-12-31 14:21:40,Wei Xiang Wong,HM-DO-24120615
4602503000006724015,PR-00117,2024-12-31,received,WATER CARE INDUSTRIES SDN BHD,PO-310,227,MERU MP90 HCM WRAPPED CEV,COMP-007219,,Each,20.000000,Head Office,,2025-01-02 12:46:10,2025-01-02 12:46:10,Wei Xiang Wong,DO01960
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,APSYSTEMS QT2 3600 W 8 PANEL 3 PHASE MICRO INVERTER,D-3P-QT2D-8T-1,Article no: 147211,Each,110.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,APSYSTEMS QT2 2000 W 4 PANEL 3 PHASE MICRO INVERTER,D-3P-QT2-4T-1,Article no: 124056,Each,40.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,APsystems Energy Communication Unit R,ECU-R,Article no: 209018,pcs,40.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"AP system Bus Cable 3phase 5c (4mm2, H07,2.4m)",SKU-APCUT-02,Article no: 2322609122,pcs,160.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,AP SYSTEM BUS CABLE 5C END CAP (TWO SEALS),SKU-APBC-03,Article no: 2062050012,pcs,50.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,AP SYSTEM BUS CABLE 5 WIRE T-CONN CAP,SKU-APBTC-01,Article No: 2061252032,pcs,50.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,APsystems Y Bus Cable Unlock Tool,APCUT-01,Article No: 2353000002,pcs,30.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"APsystems AC Connector (5C,40A,male)",SKU-APAC-01,Article No: 2301511002,pcs,80.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"AC Connector (3 core, two seals, female)",SKU-APAC-03,Article No: 2301512002,pcs,80.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,31,APSYSTEMS DS3D 2000 W 4 PANEL 1 PHASE MICRO INVERTER,D-1P-DS3D-4T-1,Article No: 138018,Each,20.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,APSYSTEMS DS3 880 W 2 PANEL 1 PHASE MICRO INVERTER,D-1P-DS3-2T-1,Article No: 120018,Each,10.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,31,APsystems 20OOW OFF GIRD MICROINVERTER,EZ1D-H-1,Article No: 141068,Each,10.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"AP Eu Power Cord (1.5mm2 ,BC01, H07,5m)",SKU-APEPC-01,Article No: 2337041134,pcs,10.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"AP Systems Single Phase Bus Cable (4mm2, H07,2.4m)",SKU-APSP-01,Article No: 2322601403,pcs,30.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,APsystems 3/4-wire Bus Cable End Cap,AP-WEC-01,Article No: 2060700017,pcs,5.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"AC Connector (3 core , two seals, male)",SKU-APAC-02,Article No: 2300931212,pcs,10.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726005,PR-00109,2024-12-14,received,AP System Altenergy Power,PO-029,PO-029_1,"AC Connector (3 core, two seals, female)",SKU-APAC-03,Article No: 2300932212,pcs,10.000000,Head Office,,2025-01-02 08:49:45,2025-01-02 08:49:45,Wei Xiang Wong,NA
4602503000006726128,PR-00110,2025-01-02,received,WATER CARE INDUSTRIES SDN BHD,PO-164,342,Thermosyphon tank 300cx Customised (Comp-005659),D-Comp-005659,,pcs,35.000000,Head Office,,2025-01-02 09:04:05,2025-01-02 09:04:05,Wei Xiang Wong,6/12/2024
4602503000006726128,PR-00110,2025-01-02,received,WATER CARE INDUSTRIES SDN BHD,PO-164,342,SUMMER 450L SOLAR WATER HEATER - DIRECT,D-COMP-D-000031,(Comp-5672),Each,6.000000,Head Office,,2025-01-02 09:04:05,2025-01-02 09:04:05,Wei Xiang Wong,6/12/2024
4602503000006726128,PR-00110,2025-01-02,received,WATER CARE INDUSTRIES SDN BHD,PO-164,342,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,32.000000,Head Office,,2025-01-02 09:04:05,2025-01-02 09:04:05,Wei Xiang Wong,6/12/2024
4602503000006726235,PR-00111,2024-12-13,received,WATER CARE INDUSTRIES SDN BHD,PO-196,145,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL",COMP-005659,,pcs,30.000000,Head Office,,2025-01-02 09:07:56,2025-01-02 09:07:56,Wei Xiang Wong,01912
4602503000006726235,PR-00111,2024-12-13,received,WATER CARE INDUSTRIES SDN BHD,PO-196,145,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,60.000000,Head Office,,2025-01-02 09:07:56,2025-01-02 09:07:56,Wei Xiang Wong,01912
4602503000006726454,PR-00112,2024-12-17,received,WATER CARE INDUSTRIES SDN BHD,PO-248,138,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL(COMP-005659)",COMP-005659,,pcs,30.000000,Head Office,,2025-01-02 09:13:05,2025-01-02 09:13:05,Wei Xiang Wong,01932
4602503000006726454,PR-00112,2024-12-17,received,WATER CARE INDUSTRIES SDN BHD,PO-248,138,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,,pcs,30.000000,Head Office,,2025-01-02 09:13:05,2025-01-02 09:13:05,Wei Xiang Wong,01932
4602503000006726454,PR-00112,2024-12-17,received,WATER CARE INDUSTRIES SDN BHD,PO-248,138,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,60.000000,Head Office,,2025-01-02 09:13:05,2025-01-02 09:13:05,Wei Xiang Wong,01932
4602503000006726677,PR-00113,2024-12-18,received,WATER CARE INDUSTRIES SDN BHD,PO-249,131,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL",COMP-005659,,pcs,30.000000,Head Office,,2025-01-02 09:16:02,2025-01-02 09:16:02,Wei Xiang Wong,01933
4602503000006726677,PR-00113,2024-12-18,received,WATER CARE INDUSTRIES SDN BHD,PO-249,131,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,,pcs,30.000000,Head Office,,2025-01-02 09:16:02,2025-01-02 09:16:02,Wei Xiang Wong,01933
4602503000006726677,PR-00113,2024-12-18,received,WATER CARE INDUSTRIES SDN BHD,PO-249,131,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,60.000000,Head Office,,2025-01-02 09:16:02,2025-01-02 09:16:02,Wei Xiang Wong,01933
4602503000006726900,PR-00114,2024-12-24,received,WATER CARE INDUSTRIES SDN BHD,PO-266,342,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL(COMP-005659)",COMP-005659,,pcs,30.000000,Head Office,,2025-01-02 09:25:49,2025-01-06 13:47:25,Wei Xiang Wong,01955
4602503000006726900,PR-00114,2024-12-24,received,WATER CARE INDUSTRIES SDN BHD,PO-266,342,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,,pcs,30.000000,Head Office,,2025-01-02 09:25:49,2025-01-06 13:47:25,Wei Xiang Wong,01955
4602503000006726900,PR-00114,2024-12-24,received,WATER CARE INDUSTRIES SDN BHD,PO-266,342,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,60.000000,Head Office,,2025-01-02 09:25:49,2025-01-06 13:47:25,Wei Xiang Wong,01955
4602503000006727123,PR-00115,2024-12-27,received,WATER CARE INDUSTRIES SDN BHD,PO-273,342,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL(COMP-005659)",COMP-005659,,pcs,38.000000,Head Office,,2025-01-02 09:31:44,2025-01-02 09:31:44,Wei Xiang Wong,01945
4602503000006727123,PR-00115,2024-12-27,received,WATER CARE INDUSTRIES SDN BHD,PO-273,342,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,,pcs,38.000000,Head Office,,2025-01-02 09:31:44,2025-01-02 09:31:44,Wei Xiang Wong,01945
4602503000006727123,PR-00115,2024-12-27,received,WATER CARE INDUSTRIES SDN BHD,PO-273,342,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,76.000000,Head Office,,2025-01-02 09:31:44,2025-01-02 09:31:44,Wei Xiang Wong,01945
4602503000006727384,PR-00116,2024-12-30,received,WATER CARE INDUSTRIES SDN BHD,PO-240,342,"CARTON SUMMER, 450L/100G, T515MM X W515MM X L3370MM",PKG-000019,(PKG-000022),pcs,5.000000,Head Office,,2025-01-02 09:35:26,2025-01-02 09:35:26,Wei Xiang Wong,01926
4602503000006727384,PR-00116,2024-12-30,received,WATER CARE INDUSTRIES SDN BHD,PO-240,342,"CARTON COLLECTOR, T85MM X W255MM X L1015MM",PKG-000013,(PKG-000013),Each,20.000000,Head Office,,2025-01-02 09:35:26,2025-01-02 09:35:26,Wei Xiang Wong,01926
4602503000006727384,PR-00116,2024-12-30,received,WATER CARE INDUSTRIES SDN BHD,PO-240,342,"PART KIT, 450L, DIRECT, CARTON",COMP-005632,(COMP-0056332),Each,9.000000,Head Office,,2025-01-02 09:35:26,2025-01-02 09:35:26,Wei Xiang Wong,01926
4602503000006727384,PR-00116,2024-12-30,received,WATER CARE INDUSTRIES SDN BHD,PO-240,342,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,"(COMP-008035)
",pcs,10.000000,Head Office,,2025-01-02 09:35:26,2025-01-02 09:35:26,Wei Xiang Wong,01926
4602503000006727384,PR-00116,2024-12-30,received,WATER CARE INDUSTRIES SDN BHD,PO-240,342,SUMMER 450L SOLAR WATER HEATER TANK,COMP-005672,"(COMP-005672)
",pcs,5.000000,Head Office,,2025-01-02 09:35:26,2025-01-02 09:35:26,Wei Xiang Wong,01926
4602503000006771015,PR-00119,2025-01-02,received,Tokosu Engineering Hardware Trading,PO-390,1840,Working_Gloves,Working_Gloves,"colour white
Packing : 1 box - 12pair ",Pack,3.000000,Head Office,Checked by Nadi through WX account,2025-01-03 09:00:07,2025-01-03 09:00:07,Wei Xiang Wong,DO 149584
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,RAIL SLR-R11 6000MM,R11-6000,(AL6005-T5),pcs,20.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,RAIL JOINER 180MM,RS-03-180,(AL6005-T5/SUS304)SLR-RS-03,pcs,20.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,FRONT LEG 10 40MM,COBE-FE-10-40,(AL6005-T5)SLR-COBE-FE-10-D,pcs,80.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,REAR LEG 10 267MM,COBE-RE-10-D-267,(AL6005-T5/SUS304) SLR-COBE-RE-10-D,pcs,80.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,T NUT WITH BOT 40MM,COB-BN-01-40,(AL6005-T5/SUS304) COB-BN-01,PCS,198.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,MIDDLE BALLASTED TRAY 200MM,SLR-BS-MBP-XLM-200,(Q235)SLR-BS-MBP-XLM-200MM,pcs,80.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,SELF TAPPING SCREW 5.5X32MM,ST5.5X32-01,(Q235),pcs,150.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,GROUNDING LUG,EK-D,(AL6005-T5/SUS304)SLR-EK-D,pcs,18.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006771032,PR-00120,2025-01-03,received,Winstar Solar Sdn Bhd,PO-393,1940,PV MODULE CABLE CLIP,XJ-AZ,(SUS304)SLR-XJ-AZ,pcs,1.000000,Head Office,"INSTALLATION ON 3RD JAN 205
Checked by Nadi through WX account",2025-01-03 09:14:20,2025-01-03 09:14:20,Wei Xiang Wong,DO-001004
4602503000006787011,PR-00118,2025-01-02,received,WATER CARE INDUSTRIES SDN BHD,PO-394,342,"CARTON SUMMER, 450L/100G, T515MM X W515MM X L3370MM",PKG-000019,"FOR SERIAL NO. 1180709
Please help to carton. ",pcs,1.000000,Head Office,,2025-01-03 08:29:30,2025-01-03 08:29:30,Wei Xiang Wong,DO01986
4602503000006958053,PR-00121,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-366,342,MERU MP90 HWM WRAPPED CEV,COMP-007347,,Each,10.000000,Head Office,,2025-01-06 12:47:06,2025-01-06 12:47:06,Wei Xiang Wong,DO01972
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"ESTEEL SOLAR WATER HEATER TANK, DIRECT 180L, GVAL",COMP-005643,,Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"ESTEEL SOLAR COLLECTOR, BLACK, ZNAL",COMP-008027,,Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"PART KIT, 180L, DIRECT, CARTON",COMP-005624,(COMP-005624),Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"CARTON SUMMER, 180L/40G, T513MM x W255MM x L1015MM",PKG-000006,"WITHOUT SUMMER LOGO
(PKG-000006)",Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"CARTON COLLECTOR, T85MM X W255MM X L1015MM",PKG-000013,PKG-000013,Each,4.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"ESTEEL SOLAR WATER HEATER TANK, 300L, GVAL",COMP-005658,,Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"ESTEEL SOLAR COLLECTOR, BLACK, ZNAL",COMP-008027,,Each,4.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"PART KIT, 300L, DIRECT, CARTON",COMP-005628,(COMP-005628),Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"CARTON 300L/66G, T515MM X W515MM X L2320MM",PKG-000018,(PKG-000018),Each,2.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006958094,PR-00122,2025-01-06,received,WATER CARE INDUSTRIES SDN BHD,PO-312,342,"CARTON COLLECTOR, T85MM X W255MM X L1015MM",PKG-000013,(PKG-000013),Each,8.000000,Head Office,,2025-01-06 12:50:35,2025-01-06 12:50:35,Wei Xiang Wong,DO01964
4602503000006961481,PR-00123,2024-12-27,received,WATER CARE INDUSTRIES SDN BHD,PO-267,342,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL(COMP-005659)",COMP-005659,,pcs,50.000000,Head Office,,2025-01-06 14:01:09,2025-01-06 14:06:18,Wei Xiang Wong,01945
4602503000006961481,PR-00123,2024-12-27,received,WATER CARE INDUSTRIES SDN BHD,PO-267,342,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,,pcs,50.000000,Head Office,,2025-01-06 14:01:09,2025-01-06 14:06:18,Wei Xiang Wong,01945
4602503000006961481,PR-00123,2024-12-27,received,WATER CARE INDUSTRIES SDN BHD,PO-267,342,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,100.000000,Head Office,,2025-01-06 14:01:09,2025-01-06 14:06:18,Wei Xiang Wong,01945
4602503000006977562,PR-00124,2025-01-07,received,Joo Ming Electrical Sdn Bhd,PO-370,1494,PVC pipe clip 1 inch,SKU-PPC-01,,pcs,60.000000,Head Office,,2025-01-07 14:27:18,2025-01-07 14:27:18,Wei Xiang Wong,DO.102570
4602503000006977583,PR-00125,2025-01-07,received,Winstar Solar Sdn Bhd,PO-399,1940,Rail SLR-R02-Light 5200MM,SLR-R02-LIGHT,52mm x 32mm - 5200mm,pcs,100.000000,Head Office,,2025-01-07 14:28:08,2025-01-07 14:28:08,Wei Xiang Wong,DO-001014
4602503000006977604,PR-00126,2025-01-07,received,Joo Ming Electrical Sdn Bhd,PO-339,1494,AC wire 6mmx100m BLACK,AC-WIRE-06-B,Brand: PIPC (Sirim approved),pcs,21.000000,Head Office,,2025-01-07 14:28:53,2025-01-07 14:28:53,Wei Xiang Wong,DO102665
4602503000006977604,PR-00126,2025-01-07,received,Joo Ming Electrical Sdn Bhd,PO-339,1494,Earth wire 6mmx100m,EARTH-WIRE-06,"Colour: Green
Brand: PIPC (Sirim approved)",rolls,40.000000,Head Office,,2025-01-07 14:28:53,2025-01-07 14:28:53,Wei Xiang Wong,DO102665
4602503000007060003,PR-00127,2025-01-07,received,Advance Bolts Trading Sdn Bhd,PO-391,231,"Screw #12 x 2"" Hex SDS (HO)(R/B)(M5.50 x 50)",SKU-HO-01,,pcs,2000.000000,Head Office,,2025-01-07 18:12:54,2025-01-07 18:12:54,Wei Xiang Wong,TDO-25010019
4602503000007080050,PR-00128,2024-12-11,received,WATER CARE INDUSTRIES SDN BHD,PO-250,146,"SUMMER SOLAR WATER HEATER TANK, 300L, GVAL",COMP-005659,,pcs,30.000000,Head Office,,2025-01-08 11:36:11,2025-01-08 11:36:11,Wei Xiang Wong,1937
4602503000007080050,PR-00128,2024-12-11,received,WATER CARE INDUSTRIES SDN BHD,PO-250,146,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,,pcs,30.000000,Head Office,,2025-01-08 11:36:11,2025-01-08 11:36:11,Wei Xiang Wong,1937
4602503000007080050,PR-00128,2024-12-11,received,WATER CARE INDUSTRIES SDN BHD,PO-250,146,"SUMMER SOLAR COLLECTOR, BLACK, ZNAL",COMP-008035,,pcs,60.000000,Head Office,,2025-01-08 11:36:11,2025-01-08 11:36:11,Wei Xiang Wong,1937
4602503000007670419,PR-00129,2024-12-19,received,Winstar Solar Sdn Bhd,PO-318,128,DC CABLE - Fireproof 1C x 4mm^2 (1000 meters / Drum) Black,T-453,,M,200.000000,Head Office,,2025-01-14 14:48:33,2025-01-14 14:48:33,Wei Xiang Wong,DO-000928
4602503000007670419,PR-00129,2024-12-19,received,Winstar Solar Sdn Bhd,PO-318,128,DC CABLE - Fireproof 1C x 4mm^2 (1000 meters / Drum) Black,T-453,,M,200.000000,Head Office,,2025-01-14 14:48:33,2025-01-14 14:48:33,Wei Xiang Wong,DO-000928
4602503000007670442,PR-00130,2024-12-19,received,TNT Best Group Sdn Bhd,PO-314,127,Cement 50kg,T-446,,pcs,15.000000,Head Office,,2025-01-14 14:52:59,2025-01-14 14:52:59,Wei Xiang Wong,DO-T2412/0345
4602503000007670442,PR-00130,2024-12-19,received,TNT Best Group Sdn Bhd,PO-314,127,Concrete Sand,T-448,PackingL 20kgs/bag,pcs,38.000000,Head Office,,2025-01-14 14:52:59,2025-01-14 14:52:59,Wei Xiang Wong,DO-T2412/0345
4602503000007670442,PR-00130,2024-12-19,received,TNT Best Group Sdn Bhd,PO-314,127,CONCRETE STONE,T-503,Packing: 20kgs/bag,pcs,38.000000,Head Office,,2025-01-14 14:52:59,2025-01-14 14:52:59,Wei Xiang Wong,DO-T2412/0345
4602503000007670475,PR-00131,2025-01-10,received,SB Four Elektrik & Hardware Sdn Bhd,PO-445,93,"HDG TRUNKING 2"" X 2"" X L8",CO-SD-53,,pcs,200.000000,Head Office,,2025-01-14 14:56:45,2025-01-14 14:56:45,Wei Xiang Wong,DO-009775
4602503000007670496,PR-00132,2025-01-10,received,Winstar Solar Sdn Bhd,PO-438,1940,END CLAMP 30MM,SLR-EC-30-D,,pcs,600.000000,Head Office,,2025-01-14 15:00:30,2025-01-14 15:00:30,Wei Xiang Wong,DO-001053
